StockCode,mae_naive,mae_mean,mae_hw,beats_naive,improvement
22423,91.15384615384616,64.9652605459057,79.99299635287156,True,12.243970245794921
85123A,345.53846153846155,392.6377171215881,285.4167320994409,True,17.399431939164486
85099B,672.3846153846154,482.9528535980149,482.9537238821185,True,28.172996104936043
47566,147.30769230769232,132.0694789081886,173.5620077119261,False,-17.822772859270973
84879,424.61538461538464,252.16459884201822,240.324560477405,True,43.40182452524883
22086,677.3076923076923,934.6856906534324,681.7282426270899,False,-0.6526650102461037
23166,79.46153846153847,722.8064516129033,722.9003091369648,False,-809.7486949448734
79321,229.46153846153845,191.56823821339952,188.96114625465503,True,17.650187686539873
22197,1597.2307692307693,1469.942928039702,1332.5453226529426,True,16.57152189131067
22386,289.2307692307692,270.87179487179486,233.63583655393717,True,19.22165225528768
20725,171.84615384615384,100.19768403639372,117.83753555635305,True,31.428470804270834
84347,460.0769230769231,292.1191066997519,483.44039078112826,False,-5.0781655267458135
85099F,200.07692307692307,221.79073614557484,221.79074674427196,False,-10.852737703788373
48138,65.6923076923077,87.9578163771712,67.98962991731497,False,-3.4970947219080344
23084,1967.5384615384614,1945.3945409429284,1878.6290184210955,True,4.518816015817335
20685,35.92307692307692,39.4665012406948,39.46653416335432,False,-9.86401373096492
21137,295.15384615384613,270.8651778329198,270.8651796732274,True,8.229154658536457
21843,49.46153846153846,36.153019023986765,30.728027493546026,True,37.874905534043805
21931,79.6923076923077,79.27543424317619,81.20479059842101,False,-1.897903260566907
22502,0.23076923076923078,40.317617866004966,4.2011704728977515,False,-1720.5072049223588
21621,27.615384615384617,44.27129859387923,19.538981291094665,True,29.24602875091069
15056N,73.38461538461539,57.86517783291978,51.44336706014356,True,29.898975704206897
22114,165.53846153846155,245.86517783291973,190.59348642858083,False,-15.135470426187299
85099C,166.76923076923077,125.57733664185277,125.57734074420601,True,24.699934055596028
22910,442.84615384615387,477.4698097601324,433.86749315236125,True,2.0274898214226864
22112,123.46153846153847,191.9462365591398,128.5610721535097,False,-4.130463426518766
22411,126.6923076923077,134.57568238213395,131.90658476456989,False,-4.115701392799544
82484,52.23076923076923,60.412737799834574,69.54261716714967,False,-33.14492241133221
22470,204.3846153846154,164.9776674937965,184.2521229428632,True,9.850297393405288
22139,79.53846153846153,62.74193548387096,81.19866419379773,False,-2.087295408062911
22178,324.15384615384613,271.50124069478903,271.0211011177626,True,16.391212279759987
20914,63.84615384615385,67.69478908188586,48.791733929175024,True,23.5792119181596
21212,272.3076923076923,395.41273779983453,256.8480440980417,True,5.677271941397111
21733,182.23076923076923,107.32671629445824,149.07973061388267,True,18.191789869967295
22090,29.153846153846153,96.10090984284534,58.96088723671218,False,-102.24051031062227
21181,1028.6153846153845,252.63771712158808,283.52841920269475,True,72.43591497431176
22111,109.46153846153847,138.59801488833745,116.72294198043731,False,-6.633748822606113
21929,107.92307692307692,161.83374689826303,135.46449773350486,False,-25.5194918414514
21232,129.30769230769232,173.39205955334987,135.55193991617824,False,-4.828983873308564
84946,281.3076923076923,245.15880893300255,281.6120329582957,False,-0.10818781673075586
22189,93.6923076923077,118.97353184449959,118.97345639725826,False,-26.98316364239387
15056BL,69.15384615384616,48.995864350703066,40.34456234975282,True,41.65969849312718
22469,237.07692307692307,235.63771712158808,260.3829043206988,False,-9.83055665701118
48194,60.0,77.07196029776675,77.07196873631126,False,-28.453281227185435
21731,138.69230769230768,140.19106699751862,140.1911024281513,False,-1.0806617618395569
22457,82.23076923076923,94.10173697270471,86.11417897199838,False,-4.722574989333869
82494L,60.53846153846154,63.99255583126551,63.74020648779894,False,-5.288778188232051
21754,31.0,33.20430107526881,12.50723030048462,True,59.65409580488832
48187,63.84615384615385,74.57402812241521,74.57405680093166,False,-16.80273956772428
21928,77.92307692307692,78.52357320099253,78.52357576015925,False,-0.770630294380084
21523,58.84615384615385,43.786600496277906,43.78654557242172,True,25.59149118411995
22138,144.53846153846155,142.49545078577336,157.67890991707716,False,-9.09131606822794
20727,83.53846153846153,88.03473945409428,88.03485541991978,False,-5.382423615005267
48185,52.07692307692308,73.07444168734493,73.07451837764937,False,-40.32034548145373
21623,22.23076923076923,43.203473945409435,43.20347010695563,False,-94.34086899322602
22355,213.3846153846154,177.25806451612905,174.05208807332218,True,18.432691241774034
71477,155.0,145.78577336641854,148.825320758354,True,3.98366402686839
22326,102.76923076923077,89.33581472291151,89.33581493664377,True,13.071437561649029
21175,84.92307692307692,106.7733664185277,106.77279376818086,False,-25.72883324151732
84078A,4.538461538461538,7.341604631927213,7.341604408227337,False,-61.76416492704301
22383,52.46153846153846,66.09429280397022,120.48319691737699,False,-129.66005277505874
84029E,133.30769230769232,126.66749379652606,149.71968796277957,False,-12.311364311375318
23298,71.53846153846153,111.33581472291151,114.60827572171837,False,-60.2051166002515
84997D,66.92307692307692,66.9387923904053,66.93879061271493,False,-0.023480225895869893
21915,526.9230769230769,510.82712985938787,498.2468691967661,True,5.4422000064531435
20728,69.15384615384616,68.79404466501242,68.79364550218132,True,0.5208685730414818
23203,264.9230769230769,569.2332506203473,265.00317621051704,False,-0.03023492266904032
82482,92.0,65.78577336641852,74.22411812315498,True,19.321610735701107
20713,173.76923076923077,177.12572373862696,177.1257586400054,False,-1.9316008109814065
22083,45.69230769230769,42.945409429280396,36.01773381730931,True,21.17330982743753
85066,29.692307692307693,29.10421836228288,29.104219040125216,True,1.980609450355495
84997B,85.23076923076923,50.339950372208435,54.04897505067031,True,36.585137575928336
20726,49.23076923076923,77.5252274607113,77.52528239325801,False,-57.47322986130532
82486,18.076923076923077,17.599669148056247,19.404853335586708,False,-7.345997175586044
22960,97.0,135.38626964433416,81.00089192581783,True,16.493925849672344
22699,96.23076923076923,74.21753515301904,70.34719330587191,True,26.89740104106036
21166,463.0769230769231,227.6650124069479,215.15341615769992,True,53.538298836377095
23284,246.0,228.1612903225807,236.74372868946423,True,3.7627119148519372
22720,90.3076923076923,133.35897435897436,90.44758155402143,False,-0.15490291331163095
22629,160.3846153846154,114.84615384615384,90.21691018635862,True,43.749648325052185
20712,88.0,104.06865177832918,104.06867077298206,False,-18.259853151115976
21485,110.15384615384616,100.76426799007446,116.35975773172835,False,-5.633858276010368
22727,144.6153846153846,217.88089330024818,154.44908213142634,False,-6.79989721853949
22328,64.92307692307692,45.046319272125736,45.04637547073457,True,30.615772379200305
21524,49.46153846153846,30.547559966914807,25.570752446313744,True,48.301744665306586
84997C,85.38461538461539,52.74110835401158,52.741107770317484,True,38.23113504377232
20724,159.92307692307693,177.31761786600495,146.24361838232122,True,8.553773979308529
21755,23.53846153846154,30.990074441687344,14.538238710332251,True,38.23624077309828
