antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,A,B,A_name,B_name,co_stock_rule
0.0251007312341441,0.0293687509326966,0.019429935830473,0.7740784780023782,26.357214842956992,1.0,0.0186927587066289,4.29632042350317,0.9868298757013174,0.5545144804088586,0.7672426864324492,0.7178319219280184,21086,21094,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,1
0.0293687509326966,0.0251007312341441,0.019429935830473,0.6615853658536586,26.357214842956992,1.0,0.0186927587066289,2.8807834248216286,0.9911691233328568,0.5545144804088586,0.6528722043511765,0.7178319219280184,21094,21086,SET/6 RED SPOTTY PAPER PLATES,SET/6 RED SPOTTY PAPER CUPS,1
0.0403521862408595,0.0306819877630204,0.0257871959409043,0.6390532544378699,20.828287247024157,1.0,0.0245491106564511,2.685487607672944,0.9920184856893718,0.5699208443271768,0.6276281457628731,0.7397600902539544,22697,22698,GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,1
0.0306819877630204,0.0403521862408595,0.0257871959409043,0.8404669260700389,20.828287247024157,1.0,0.0245491106564511,6.015353369173149,0.9821218206844958,0.5699208443271768,0.8337587272720012,0.7397600902539544,22698,22697,PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,1
0.0347709297119832,0.0304730637218325,0.021310252201164,0.6128755364806867,20.112041968448,1.0,0.0202506754443833,2.504432108124313,0.984510903928671,0.485054347826087,0.60070788233547,0.656094967065025,84997D,84997C,PINK 3 PIECE MINI DOTS CUTLERY SET,BLUE 3 PIECE MINI DOTS CUTLERY SET,1
0.0304730637218325,0.0347709297119832,0.021310252201164,0.6993143976493633,20.112041968448,1.0,0.0202506754443833,3.2100940741500485,0.9801466147350456,0.485054347826087,0.6884826497601088,0.656094967065025,84997C,84997D,BLUE 3 PIECE MINI DOTS CUTLERY SET,PINK 3 PIECE MINI DOTS CUTLERY SET,1
0.0304730637218325,0.0328906133412923,0.0190717803312938,0.6258570029382958,19.02843818824646,1.0,0.0180695025750944,2.5848656643417294,0.9772261543373996,0.4305929919137466,0.6131327001650342,0.6028559061878411,84997C,84997B,BLUE 3 PIECE MINI DOTS CUTLERY SET,RED 3 PIECE MINI DOTS CUTLERY SET,1
0.0328906133412923,0.0304730637218325,0.0190717803312938,0.5798548094373865,19.02843818824646,1.0,0.0180695025750944,2.307599748981729,0.9796689935344284,0.4305929919137466,0.5666492855005429,0.6028559061878411,84997B,84997C,RED 3 PIECE MINI DOTS CUTLERY SET,BLUE 3 PIECE MINI DOTS CUTLERY SET,1
0.0306819877630204,0.0423817340695418,0.0242351887777943,0.7898832684824902,18.637351345426644,1.0,0.022934832931697,4.557553598965328,0.9762991042846388,0.4963325183374082,0.7805840395981248,0.6808571271989916,22698,22699,PINK REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,1
0.0423817340695418,0.0306819877630204,0.0242351887777943,0.5718309859154929,18.63735134542664,1.0,0.022934832931697,2.2638677259482085,0.9882270846143748,0.4963325183374082,0.5582780793514976,0.6808571271989916,22699,22698,ROSES REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,1
0.0398746455752872,0.0272198179376212,0.019758245038054,0.4955089820359282,18.203978556045804,1.0,0.0186728644451675,1.928240835660739,0.984316213682291,0.4174022698612863,0.4813925825518907,0.6106930875091922,82580,82581,BATHROOM METAL SIGN,TOILET METAL SIGN,1
0.0272198179376212,0.0398746455752872,0.019758245038054,0.7258771929824561,18.203978556045804,1.0,0.0186728644451675,3.502537292941352,0.971511314636444,0.4174022698612863,0.7144926901948209,0.6106930875091922,82581,82580,TOILET METAL SIGN,BATHROOM METAL SIGN,1
0.0423817340695418,0.0403521862408595,0.03086106551261,0.728169014084507,18.04534232019335,1.0,0.0291508698862253,3.5303106102020183,0.986388910742108,0.5949367088607593,0.7167388056138279,0.7464809567463955,22699,22697,ROSES REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,1
0.0403521862408595,0.0423817340695418,0.03086106551261,0.764792899408284,18.04534232019335,1.0,0.0291508698862253,4.071383319301821,0.9843028084832066,0.5949367088607593,0.754383234990636,0.7464809567463955,22697,22699,GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER,1
0.0322638412177287,0.0361438591255036,0.0193702432472765,0.6003700277520814,16.61056794371056,1.0,0.0182041035154553,2.411871500660487,0.97112973821062,0.3950091296409008,0.5853842131613763,0.5681453772121265,22866,22865,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN,1
0.0361438591255036,0.0322638412177287,0.0193702432472765,0.5359207266721717,16.610567943710556,1.0,0.0182041035154553,2.085282007625143,0.9750390360977624,0.3950091296409008,0.5204485549947913,0.5681453772121265,22865,22866,HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN,1
0.0313982987613788,0.0361438591255036,0.0185942396657215,0.5922053231939165,16.38467328952285,1.0,0.0174593839785097,2.3635819585080897,0.969405020293825,0.3798780487804878,0.5769133385028852,0.5533280951229698,22867,22865,HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,1
0.0361438591255036,0.0313982987613788,0.0185942396657215,0.5144508670520231,16.384673289522848,1.0,0.0174593839785097,1.994858265646208,0.9741779006501364,0.3798780487804878,0.4987112532147424,0.5533280951229698,22865,22867,HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,1
0.0313982987613788,0.0322638412177287,0.0165646918370392,0.5275665399239544,16.351634523729967,1.0,0.0155516621112953,2.048407322009959,0.9692777052774588,0.3517110266159696,0.5118158438240838,0.5204900229684526,22867,22866,HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,1
0.0322638412177287,0.0313982987613788,0.0165646918370392,0.5134135060129509,16.351634523729963,1.0,0.0155516621112953,1.990605397412451,0.9701446264917768,0.3517110266159696,0.4976402649666878,0.5204900229684526,22866,22867,HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN,1
0.0406506491568422,0.0377854051634084,0.0249514997761528,0.6138032305433186,16.244452795698177,1.0,0.0234154985276059,2.491513836820224,0.9782052005340368,0.466517857142857,0.5986375892352086,0.6370753909430653,22727,22726,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,1
0.0377854051634084,0.0406506491568422,0.0249514997761528,0.660347551342812,16.244452795698173,1.0,0.0234154985276059,2.824502972482413,0.9752923403568832,0.466517857142857,0.6459554088834557,0.6370753909430653,22726,22727,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,1
0.0367109386658707,0.0262348903148783,0.0154006864647067,0.4195121951219512,15.990621271400428,1.0,0.0144375790154514,1.677494516684453,0.9731900635887089,0.3239171374764594,0.403872865124777,0.5032714559227504,23203,23202,JUMBO BAG VINTAGE DOILY,JUMBO BAG VINTAGE LEAF,1
0.0262348903148783,0.0367109386658707,0.0154006864647067,0.5870307167235495,15.990621271400428,1.0,0.0144375790154514,2.33259252042066,0.962720201750922,0.3239171374764594,0.5712924605367165,0.5032714559227504,23202,23203,JUMBO BAG VINTAGE LEAF,JUMBO BAG VINTAGE DOILY,1
0.0328906133412923,0.0347709297119832,0.0180271601253544,0.5480943738656987,15.763006005468014,1.0,0.0168835229206803,2.1359085049345268,0.968411987852486,0.3631990378833434,0.5318151514029139,0.5332746547440081,84997B,84997D,RED 3 PIECE MINI DOTS CUTLERY SET,PINK 3 PIECE MINI DOTS CUTLERY SET,1
0.0347709297119832,0.0328906133412923,0.0180271601253544,0.5184549356223176,15.763006005468013,1.0,0.0168835229206803,2.0083465872680826,0.970298504711939,0.3631990378833434,0.5020779748179413,0.5332746547440081,84997D,84997B,PINK 3 PIECE MINI DOTS CUTLERY SET,RED 3 PIECE MINI DOTS CUTLERY SET,1
0.0407998806148336,0.0397851067004924,0.0247425757349649,0.6064374542794441,15.242825885696003,1.0,0.0231193481313364,2.439802526283321,0.9741401694937266,0.4430785676109033,0.590130762950167,0.6141714653242683,22629,22630,SPACEBOY LUNCH BOX,DOLLY GIRL LUNCH BOX,1
0.0397851067004924,0.0407998806148336,0.0247425757349649,0.6219054763690923,15.242825885696003,1.0,0.0231193481313364,2.5369320617865614,0.973110679074642,0.4430785676109033,0.6058231061592644,0.6141714653242683,22630,22629,DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX,1
0.0288912102671243,0.0406506491568422,0.0177286972093717,0.6136363636363636,15.09536443732479,1.0,0.0165542507570863,2.4830218492411142,0.9615343899082412,0.3421658986175115,0.5972649212468146,0.5248798558269924,22728,22727,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,1
0.0406506491568422,0.0288912102671243,0.0177286972093717,0.4361233480176211,15.09536443732479,1.0,0.0165542507570863,1.722200744291897,0.9733206124022163,0.3421658986175115,0.4193475973608628,0.5248798558269924,22727,22728,ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,1
0.0377854051634084,0.0288912102671243,0.0159080734218773,0.4210110584518168,14.572288753541448,1.0,0.0148164073362728,1.6772492875877498,0.9679510215302722,0.3133450911228689,0.4037857059172057,0.4858154465812803,22726,22728,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,1
0.0288912102671243,0.0377854051634084,0.0159080734218773,0.5506198347107438,14.572288753541446,1.0,0.0148164073362728,2.141203971958209,0.9590857480134752,0.3133450911228689,0.5329730314830942,0.4858154465812803,22728,22726,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN,1
